"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","590","A citizen with self-declared incorrect criteria tries to onboard unsuccessfully","","2026-07-30","passed","2026-07-30","","","",""
"","15994","One member of a family onboards an initiative -- @1.1 Family members","","2026-07-30","failed","2026-07-30","","","",""
"","596","A citizen who has not accepted the Terms and Conditions tries to onboard unsuccessfully","","2026-07-30","passed","2026-07-30","","","",""
"","3052","Citizen with ISEE lower than 25k tries to onboard successfully","","2026-07-30","passed","2026-07-30","","","",""
"","621","A citizen who denied PDND consent tries to onboard unsuccessfully","","2026-07-30","failed","2026-07-30","","","",""
"","631","Citizen with mismatching email tries to onboard unsuccessfully","","2026-07-30","passed","2026-07-30","","","",""
"","2534","Citizen with ISEE equal or above 25k tries to onboard successfully","","2026-07-30","passed","2026-07-30","","","",""
"","17232","A citizen under the minimum age tries to onboard unsuccessfully","","2026-07-30","failed","2026-07-30","","","",""
"","693","A citizen tries to onboard a nonexistent initiative","","2026-07-30","passed","2026-07-30","","","",""
"","2365","Citizen with no declared ISEE tries to onboard successfully","","2026-07-30","passed","2026-07-30","","","",""
