"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","Transaction of amount 10000 cents authorized by the citizen","","Thu Jul 23 13:17:19 UTC 2026","broken","Thu Jul 23 13:17:19 UTC 2026","","","",""
"","1674","A merchant cannot generate a transaction, to be paid by IDPay Code, during grace period on an initiative for families with ranking","","Thu Jul 23 13:17:08 UTC 2026","failed","Thu Jul 23 13:17:10 UTC 2026","","","",""
"","2","The budget is completely eroded with one trx","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","2","The merchant not qualified tries to generate the trx through MIL","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","138","Citizen with ISEE equal or above 25k tries to onboard successfully","","Thu Jul 23 13:16:23 UTC 2026","broken","Thu Jul 23 13:16:24 UTC 2026","","","",""
"","122","Citizen with no declared ISEE tries to onboard successfully","","Thu Jul 23 13:16:24 UTC 2026","broken","Thu Jul 23 13:16:24 UTC 2026","","","",""
"","131","A citizen who has not accepted the Terms and Conditions tries to onboard unsuccessfully","","Thu Jul 23 13:16:24 UTC 2026","broken","Thu Jul 23 13:16:24 UTC 2026","","","",""
"","2","Two family members pay a transaction by Bar Code but the first one exhausted the budget","","Thu Jul 23 13:16:29 UTC 2026","broken","Thu Jul 23 13:16:29 UTC 2026","","","",""
"","2","If a transaction is authorized by citizen A, B receives an error upon pre-authorizing the same transaction.","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","2","User cannot confirm a second transaction because the initiative is one shot type","","Thu Jul 23 13:17:17 UTC 2026","broken","Thu Jul 23 13:17:17 UTC 2026","","","",""
"","1071","A citizen can generate the IDPay Code","","Thu Jul 23 13:16:31 UTC 2026","failed","Thu Jul 23 13:16:32 UTC 2026","","","",""
"","2","User, after not having authorized the first transaction, authorizes a second transaction","","Thu Jul 23 13:17:17 UTC 2026","broken","Thu Jul 23 13:17:17 UTC 2026","","","",""
"","2","An unelected citizen cannot authorize a transaction during the fruition period after ranking publication","","Thu Jul 23 13:16:53 UTC 2026","broken","Thu Jul 23 13:16:53 UTC 2026","","","",""
"","3","A citizen tries to pay by IDPay Code having exhausted the budget on the initiative","","Thu Jul 23 13:16:33 UTC 2026","broken","Thu Jul 23 13:16:33 UTC 2026","","","",""
"","2","A transaction of amount 1 cents is included in the payment order","","Thu Jul 23 13:17:17 UTC 2026","broken","Thu Jul 23 13:17:17 UTC 2026","","","",""
"","4180","An invited citizen tries to create a transaction by Bar Code on initiative with whitelist -- @1.1 Citizens in whitelist","","Thu Jul 23 13:17:33 UTC 2026","failed","Thu Jul 23 13:17:37 UTC 2026","","","",""
"","3","The merchant authorizes a transaction made by Bar Code already authorized","","Thu Jul 23 13:16:23 UTC 2026","broken","Thu Jul 23 13:16:23 UTC 2026","","","",""
"","3","Two family members pay a transaction by IDPay Code but the second pre-authorization fails because the budget is exhausted","","Thu Jul 23 13:16:29 UTC 2026","broken","Thu Jul 23 13:16:29 UTC 2026","","","",""
"","2","If citizen A pre-authorizes the transactions X and Y, and the transaction X is authorized eroding A's budget, A receives an error upon authorizing the transaction Y","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","2","A readmitted citizen pays by IDPay Code by inserting the correct code","","Thu Jul 23 13:16:33 UTC 2026","broken","Thu Jul 23 13:16:33 UTC 2026","","","",""
"","2","If citizen A pre-authorizes the transactions X and Y, and the transaction X is authorized eroding A's budget, Y remains identified","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","1955","A new ranking initiative is generate in order to create the conditions to test fruition period","","Thu Jul 23 13:16:46 UTC 2026","failed","Thu Jul 23 13:16:48 UTC 2026","","","",""
"","2","A suspended citizen can unsubscribe","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
"","2","One second after a rate limit failure the transaction can be authorized.","","Thu Jul 23 13:16:38 UTC 2026","broken","Thu Jul 23 13:16:38 UTC 2026","","","",""
